Chromosome;Start;End;Strand;Number of included exons;Exon sizes;Exon offsets (0 base);Junction reads;Gene symbol;Transcript id;Flanking introns
chr21;45165959;45168961;+;2;47,86;0,2916;2;PDXK;NM_003681;chr21:45163688-45165959|chr21:45168961-45170380
chr21;45475578;45479095;+;2;196,112;0,3405;1;TRAPPC10;uc002zdz.3;chr21:45472357-45475578|chr21:45479095-45479345
chr21;45496432;45500008;+;4;77,92,141,113;0,1141,3012,3463;1;TRAPPC10;NM_003274;chr21:45495034-45496432|chr21:45500008-45502668
chr21;45497573;45500008;+;3;92,141,113;0,1871,2322;1;TRAPPC10;NM_003274;chr21:45496509-45497573|chr21:45500008-45502668
chr21;46275124;46281186;-;3;47,172,109;0,983,5953;9;PTTG1IP;NM_004339;chr21:46271542-46275124|chr21:46281186-46285309
chr21;46548316;46554747;+;4;172,92,124,118;0,3813,5157,6313;11;ADARB1;uc002zgp.2;chr21:46540874-46548316|chr21:46554747-46564545
chr21;47699906;47700489;-;2;145,79;0,504;3;MCM3AP;NM_003906;chr21:47697631-47699906|chr21:47700489-47703528
chr21;47734629;47735461;-;2;165,74;0,758;1;C21orf58;uc002ziz.3;chr21:47731481-47734629|chr21:47735461-47737121
chr21;47746290;47746503;+;1;213;0;1;PCNT;NM_006031;chr21:47744196-47746290|chr21:47746503-47754310
chr21;47904669;47918746;+;4;72,120,120,252;0,5843,12231,13825;1;DIP2A;NM_206891;chr21:47879135-47904669|chr21:47918746-47924273
chr21;47949004;47954600;+;5;92,111,124,110,103;0,3035,4432,4912,5493;1;DIP2A;NM_206891;chr21:47931527-47949004|chr21:47954600-47957136
chr22;17978441;17984048;+;4;140,105,50,170;0,1221,3672,5437;1;CECR2;uc010gqv.1;chr22:17976618-17978441|chr22:17984048-17990844
chr22;17979662;17984048;+;3;105,50,170;0,2451,4216;1;CECR2;uc010gqv.1;chr22:17978581-17979662|chr22:17984048-17990844
chr22;18912563;18913235;-;2;150,35;0,637;1;PRODH;uc002zoj.5;chr22:18910692-18912563|chr22:18913235-18918502
chr22;19187244;19196624;-;4;108,164,159,193;0,1595,8418,9187;1;CLTCL1;NM_001835;chr22:19184167-19187244|chr22:19196624-19197835
chr22;19363153;19365589;-;2;162,198;0,2238;1;HIRA;NM_003325;chr22:19349454-19363153|chr22:19365589-19371142
chr22;20397112;20398694;-;4;128,108,152,158;0,765,1072,1424;1;PI4KAP1;uc011ahn.1;chr22:20394648-20397112|chr22:20398694-20402339
chr22;20754921;20755662;+;2;127,96;0,645;3;ZNF74;NM_001256523;chr22:20748952-20754921|chr22:20755662-20759666
chr22;20891403;20922918;+;7;88,52,30,213,239,351,111;0,14319,16028,17819,27333,29350,31404;1;MED15;NM_001003891;chr22:20862033-20891403|chr22:20922918-20929399
chr22;21087258;21088131;-;2;128,108;0,765;1;PI4KA;NM_002650;chr22:21084299-21087258|chr22:21088131-21088330
chr22;21119104;21119981;-;3;134,137,109;0,283,768;1;PI4KA;NM_058004;chr22:21115674-21119104|chr22:21119981-21147480
chr22;21165254;21193019;-;8;66,149,67,260,73,89,94,117;0,2391,7516,8674,9572,13359,23595,27648;1;PI4KA;NM_058004;chr22:21161746-21165254|chr22:21193019-21212857
chr22;21178613;21193019;-;3;89,94,117;0,10236,14289;2;PI4KA;NM_058004;chr22:21174899-21178613|chr22:21193019-21212857
chr22;21288066;21288532;+;1;466;0;62;CRKL;NM_005207;chr22:21272533-21288066|chr22:21288532-21303998
chr22;22064775;22065197;-;1;422;0;1;YPEL1;uc002zvm.3;chr22:22058414-22064775|chr22:22065197-22089903
chr22;22064916;22065197;-;1;281;0;1;YPEL1;NM_013313;chr22:22058171-22064916|chr22:22065197-22089903
chr22;22127161;22143097;-;3;110,132,115;0,15384,15821;1;MAPK1;NM_002745;chr22:22123609-22127161|chr22:22143097-22153300
chr22;22142545;22143097;-;2;132,115;0,437;1;MAPK1;NM_002745;chr22:22127271-22142545|chr22:22143097-22153300
chr22;22153300;22162135;-;3;117,190,183;0,6838,8652;4;MAPK1;NM_002745;chr22:22143097-22153300|chr22:22162135-22221611
chr22;22160138;22162135;-;2;190,183;0,1814;10;MAPK1;NM_002745;chr22:22153417-22160138|chr22:22162135-22221611
chr22;23494647;23495321;+;2;66,102;0,572;2;RAB36;NM_004914;chr22:23492341-23494647|chr22:23495321-23498154
chr22;24002051;24026054;-;2;136,143;0,23860;4;GUSBP11;uc002zxh.4;chr22:23981129-24002051|chr22:24026054-24029017
chr22;24025911;24037704;-;3;143,121,1399;0,6511,10394;1;GUSBP11;uc002zxk.4;chr22:24002187-24025911|chr22:24037704-24047615
chr22;24047615;24052054;-;3;113,112,82;0,3701,4357;1;GUSBP11;NR_024448;chr22:24043032-24047615|chr22:24052054-24056373
chr22;24431891;24434909;+;3;77,93,114;0,645,2904;1;CABIN1;uc010guk.1;chr22:24407817-24431891|chr22:24434909-24439365
chr22;24491893;24509715;+;3;152,179,183;0,2083,17639;2;CABIN1;NM_001201429;chr22:24487797-24491893|chr22:24509715-24515333
chr22;24698162;24709434;+;2;190,154;0,11118;7;SPECC1L;NM_001145468;chr22:24666951-24698162|chr22:24709434-24717255
chr22;24698162;24734445;+;8;190,154,1631,208,74,176,164,92;0,11118,19093,22025,26651,28061,32215,36191;6;SPECC1L;NM_001145468;chr22:24666951-24698162|chr22:24734445-24743053
chr22;24698162;24743144;+;9;190,154,1631,208,74,176,164,92,91;0,11118,19093,22025,26651,28061,32215,36191,44891;8;SPECC1L;NM_001145468;chr22:24666951-24698162|chr22:24743144-24759228
chr22;24698162;24765288;+;12;190,154,1631,208,74,176,164,92,91,84,157,103;0,11118,19093,22025,26651,28061,32215,36191,44891,61066,63281,67023;15;SPECC1L;NM_001145468;chr22:24666951-24698162|chr22:24765288-24807555
chr22;24717255;24730541;+;5;1631,208,74,176,164;0,2932,7558,8968,13122;2;SPECC1L;NM_001145468;chr22:24709434-24717255|chr22:24730541-24734353
chr22;24724813;24734445;+;4;74,176,164,92;0,1410,5564,9540;1;SPECC1L;NM_001145468;chr22:24720395-24724813|chr22:24734445-24743053
chr22;24724813;24743144;+;5;74,176,164,92,91;0,1410,5564,9540,18240;1;SPECC1L;NM_001145468;chr22:24720395-24724813|chr22:24743144-24759228
chr22;24730377;24734445;+;2;164,92;0,3976;2;SPECC1L;NM_001145468;chr22:24726399-24730377|chr22:24734445-24743053
chr22;24734353;24743144;+;2;92,91;0,8700;2;SPECC1L;NM_001145468;chr22:24730541-24734353|chr22:24743144-24759228
chr22;24743053;24765288;+;4;91,84,157,103;0,16175,18390,22132;1;SPECC1L;NM_001145468;chr22:24734445-24743053|chr22:24765288-24807555
chr22;24761443;24765288;+;2;157,103;0,3742;2;SPECC1L;NM_001145468;chr22:24759312-24761443|chr22:24765288-24807555
chr22;25240863;25255807;+;7;76,163,153,68,146,132,125;0,2737,5383,10099,10388,10652,14819;1;SGSM1;NM_001039948;chr22:25202451-25240863|chr22:25255807-25263059
chr22;25250962;25255807;+;4;68,146,132,125;0,289,553,4720;1;SGSM1;NM_001039948;chr22:25246399-25250962|chr22:25255807-25263059
chr22;25771779;25771975;-;1;196;0;4;LRP5L;NM_001135772;chr22:25756190-25771779|chr22:25771975-25777347
chr22;26000343;26040632;+;2;77,74;0,40215;1;ADRBK2;uc010gux.3;chr22:25961120-26000343|chr22:26040632-26057542
chr22;26057542;26070495;+;5;102,75,62,52,92;0,2054,6163,10720,12861;2;ADRBK2;uc010gux.3;chr22:26040632-26057542|chr22:26070495-26074782
chr22;26059596;26070495;+;4;75,62,52,92;0,4109,8666,10807;3;ADRBK2;uc010gux.3;chr22:26057644-26059596|chr22:26070495-26074782
chr22;26059596;26081215;+;6;75,62,52,92,100,79;0,4109,8666,10807,15186,21540;1;ADRBK2;uc010gux.3;chr22:26057644-26059596|chr22:26081215-26083503
chr22;26068262;26091181;+;7;52,92,100,79,131,95,108;0,2141,6520,12874,15241,17893,22811;2;ADRBK2;uc010gux.3;chr22:26063767-26068262|chr22:26091181-26099476
chr22;26074782;26091181;+;5;100,79,131,95,108;0,6354,8721,11373,16291;2;ADRBK2;uc010gux.3;chr22:26070495-26074782|chr22:26091181-26099476
chr22;26081136;26091181;+;4;79,131,95,108;0,2367,5019,9937;1;ADRBK2;uc010gux.3;chr22:26074882-26081136|chr22:26091181-26099476
chr22;26747017;26761532;+;2;192,195;0,14320;1;SEZ6L;NM_001184773;chr22:26743879-26747017|chr22:26761532-26769416
chr22;26853824;26854543;-;2;109,133;0,586;2;HPS4;uc003ach.4;chr22:26849370-26853824|chr22:26854543-26859882
chr22;26890104;26902894;-;10;166,143,244,169,107,528,153,128,157,154;0,658,1934,2582,4730,4965,7761,9527,12164,12636;1;TFIP11;uc003acr.2;chr22:26888334-26890104|chr22:26902894-26906029
chr22;26892038;26892855;-;2;244,169;0,648;1;TFIP11;uc003acr.2;chr22:26890905-26892038|chr22:26892855-26894834
chr22;26936754;26940641;-;2;930,72;0,3815;1;TPST2;NM_001008566;chr22:26932452-26936754|chr22:26940641-26961189
chr22;28426213;28559587;-;8;141,166,219,130,110,524,1342,508;0,63854,65964,68689,70945,75053,76836,132866;1;TTC28;NM_001145418;chr22:28410380-28426213|chr22:28559587-28692185
chr22;28501266;28504391;-;2;524,1342;0,1783;2;TTC28;NM_001145418;chr22:28497268-28501266|chr22:28504391-28559079
chr22;28559079;28559587;-;1;508;0;3;TTC28;NM_001145418;chr22:28504391-28559079|chr22:28559587-28692185
chr22;28559079;28702631;-;4;508,131,273,148;0,133106,134488,143404;1;TTC28;NM_001145418;chr22:28504391-28559079|chr22:28702631-29025539
chr22;28692185;28693840;-;2;131,273;0,1382;32;TTC28;NM_001145418;chr22:28559587-28692185|chr22:28693840-28702483
chr22;29025539;29025818;-;1;279;0;1;TTC28;NM_001145418;chr22:28702631-29025539|chr22:29025818-29075609
chr22;29095825;29121355;-;6;100,62,54,109,148,125;0,3667,10168,12071,25139,25405;1;CHEK2;uc003adr.1;chr22:29092975-29095825|chr22:29121355-29130390
chr22;29115382;29130715;-;5;91,148,125,129,325;0,5582,5848,11025,15008;1;CHEK2;NM_001005735;chr22:29108005-29115382|chr22:29130715-29137756
chr22;29120964;29121355;-;2;148,125;0,266;1;CHEK2;uc003adr.1;chr22:29108005-29120964|chr22:29121355-29130390
chr22;29176935;29179633;+;2;225,138;0,2560;3;CCDC117;uc003aeb.3;chr22:29169766-29176935|chr22:29179633-29182076
chr22;29439286;29440878;+;2;132,111;0,1481;1;ZNRF3;NM_001206998;chr22:29438557-29439286|chr22:29440878-29442703
chr22;29439286;29442871;+;3;132,111,168;0,1481,3417;1;ZNRF3;NM_001206998;chr22:29438557-29439286|chr22:29442871-29444376
chr22;29517344;29521404;+;2;125,154;0,3906;1;KREMEN1;NM_001039570;chr22:29494941-29517344|chr22:29521404-29533329
chr22;29674018;29683123;+;3;187,168,212;0,4360,8893;1;EWSR1;NM_001163287;chr22:29669853-29674018|chr22:29683123-29684594
chr22;29682911;29683123;+;1;212;0;2;EWSR1;NM_001163287;chr22:29678546-29682911|chr22:29683123-29684594
chr22;29879363;29881836;+;2;200,125;0,2348;1;NEFH;NM_021076;chr22:29877134-29879363|chr22:29881836-29884837
chr22;30032739;30035201;+;2;126,123;0,2339;2;NF2;NM_181825;chr22:30000101-30032739|chr22:30035201-30038190
chr22;30218323;30221769;-;3;130,171,159;0,2752,3287;1;ASCC2;NM_032204;chr22:30212062-30218323|chr22:30221769-30228233
chr22;30218323;30228331;-;3;61,171,98;0,2752,9910;1;ASCC2;NM_001242906;chr22:30212062-30218323|chr22:30228331-30234166
chr22;30221075;30221769;-;2;171,159;0,535;1;ASCC2;NM_032204;chr22:30218453-30221075|chr22:30221769-30228233
chr22;30366964;30375041;+;3;87,90,117;0,7466,7960;6;MTMR3;NM_021090;chr22:30353077-30366964|chr22:30375041-30384468
chr22;30366964;30394846;+;6;87,90,117,83,167,97;0,7466,7960,17504,20528,27785;5;MTMR3;NM_021090;chr22:30353077-30366964|chr22:30394846-30398868
chr22;30374430;30375041;+;2;90,117;0,494;8;MTMR3;NM_021090;chr22:30367051-30374430|chr22:30375041-30384468
chr22;30374430;30384551;+;3;90,117,83;0,494,10038;2;MTMR3;NM_021090;chr22:30367051-30374430|chr22:30384551-30387492
chr22;30374430;30387659;+;4;90,117,83,167;0,494,10038,13062;2;MTMR3;NM_021090;chr22:30367051-30374430|chr22:30387659-30394749
chr22;30374430;30394846;+;5;90,117,83,167,97;0,494,10038,13062,20319;4;MTMR3;NM_021090;chr22:30367051-30374430|chr22:30394846-30398868
chr22;30384468;30387659;+;2;83,167;0,3024;2;MTMR3;NM_021090;chr22:30375041-30384468|chr22:30387659-30394749
chr22;30980351;31001504;-;7;90,172,110,154,80,267,57;0,181,2921,3656,4826,7767,21096;1;PES1;NM_001282327;chr22:30977631-30980351|chr22:31001504-31002795
chr22;31289624;31289988;+;2;96,185;0,179;1;OSBP2;NM_001282738;chr22:31289553-31289624|chr22:31289988-31301823
chr22;31837759;31846346;-;7;345,133,85,143,80,184,72;0,1188,2832,5652,6379,7574,8515;1;EIF4ENIF1;uc003aky.2;chr22:31836854-31837759|chr22:31846346-31850129
chr22;31843411;31845517;-;3;143,80,184;0,727,1922;2;EIF4ENIF1;uc003akw.2;chr22:31840676-31843411|chr22:31845517-31846274
chr22;31843411;31846346;-;4;143,80,184,72;0,727,1922,2863;1;EIF4ENIF1;uc003aky.2;chr22:31840676-31843411|chr22:31846346-31850129
chr22;31850129;31859953;-;6;233,180,136,176,202,287;0,992,1708,4331,8788,9537;1;EIF4ENIF1;NM_001164501;chr22:31846346-31850129|chr22:31859953-31864160
chr22;31942846;31957378;+;4;111,95,118,103;0,3393,10081,14429;1;SFI1;uc003ald.2;chr22:31924849-31942846|chr22:31957378-31969043
chr22;31979860;31998771;+;5;98,67,131,82,179;0,1193,5572,18337,18732;1;SFI1;uc003ald.2;chr22:31976350-31979860|chr22:31998771-31999729
chr22;32084141;32121596;-;6;72,107,172,72,5209,73;0,13500,15394,16499,23927,37382;1;PRR14L;NM_173566;chr22:32081789-32084141|chr22:32121596-32134372
chr22;32097641;32121596;-;5;107,172,72,5209,73;0,1894,2999,10427,23882;1;PRR14L;NM_173566;chr22:32084213-32097641|chr22:32121596-32134372
chr22;32097641;32134897;-;6;107,172,72,5209,73,525;0,1894,2999,10427,23882,36731;1;PRR14L;NM_173566;chr22:32084213-32097641|chr22:32134897-32145978
chr22;32108068;32113277;-;1;5209;0;1;PRR14L;NM_173566;chr22:32100712-32108068|chr22:32113277-32121523
chr22;32108068;32121596;-;2;5209,73;0,13455;1;PRR14L;NM_173566;chr22:32100712-32108068|chr22:32121596-32134372
chr22;32108068;32134897;-;3;5209,73,525;0,13455,26304;1;PRR14L;NM_173566;chr22:32100712-32108068|chr22:32134897-32145978
chr22;32154531;32161046;+;3;88,47,86;0,2110,6429;3;DEPDC5;NM_001242897;chr22:32150965-32154531|chr22:32161046-32162570
chr22;32206506;32211198;+;2;121,221;0,4471;1;DEPDC5;NM_001242897;chr22:32205633-32206506|chr22:32211198-32215007
chr22;32257353;32266730;+;2;66,155;0,9222;1;DEPDC5;NM_001242896;chr22:32253539-32257353|chr22:32266730-32269240
chr22;32269240;32275738;+;4;78,133,109,228;0,1018,2902,6270;1;DEPDC5;NM_001242897;chr22:32266730-32269240|chr22:32275738-32289567
chr22;32272142;32275738;+;2;109,228;0,3368;2;DEPDC5;NM_001242897;chr22:32270391-32272142|chr22:32275738-32289567
chr22;32874967;32875262;+;1;295;0;6;FBXO7;NM_012179;chr22:32871111-32874967|chr22:32875262-32879883
chr22;32874967;32881196;+;3;295,228,142;0,4916,6087;10;FBXO7;NM_012179;chr22:32871111-32874967|chr22:32881196-32883731
chr22;32874967;32883815;+;4;295,228,142,84;0,4916,6087,8764;2;FBXO7;NM_012179;chr22:32871111-32874967|chr22:32883815-32887072
chr22;32874967;32889268;+;6;295,228,142,84,96,177;0,4916,6087,8764,12105,14124;1;FBXO7;NM_012179;chr22:32871111-32874967|chr22:32889268-32891479
chr22;32875119;32883815;+;4;143,228,142,84;0,4764,5935,8612;1;FBXO7;NM_001033024;chr22:32871385-32875119|chr22:32883815-32887072
chr22;32875119;32889268;+;6;143,228,142,84,96,177;0,4764,5935,8612,11953,13972;1;FBXO7;NM_001033024;chr22:32871385-32875119|chr22:32889268-32891479
chr22;33260901;33265112;-;2;90,160;0,4051;1;SYN3;NM_003490;chr22:32992722-33260901|chr22:33265112-33327374
chr22;33402336;33402809;-;1;473;0;2;SYN3;NM_001135774;chr22:33376687-33402336|chr22:33402809-33454277
chr22;34000420;34046654;-;3;124,83,302;0,21807,45932;1;LARGE;NM_004737;chr22:33961005-34000420|chr22:34046654-34157357
chr22;34157357;34252790;-;2;188,63;0,95370;1;LARGE;NM_004737;chr22:34046654-34157357|chr22:34252790-34315982
chr22;35679954;35684400;+;4;82,65,106,170;0,2035,3385,4276;2;HMGXB4;NM_001003681;chr22:35661596-35679954|chr22:35684400-35688984
chr22;36155934;36157515;-;3;145,93,54;0,1314,1527;1;RBFOX2;NM_001031695;chr22:36152191-36155934|chr22:36157515-36161469
chr22;36914809;36915584;-;2;148,133;0,642;3;EIF3D;uc011amr.2;chr22:36913478-36914809|chr22:36915584-36916622
chr22;38208893;38209616;+;2;102,147;0,576;1;GCAT;NM_014291;chr22:38206164-38208893|chr22:38209616-38211132
chr22;38539111;38541660;-;2;184,216;0,2333;1;PLA2G6;NM_001004426;chr22:38536176-38539111|chr22:38541660-38565224
chr22;38689260;38710174;-;9;65,140,193,149,171,229,149,111,88;0,854,1087,5530,6639,7468,9605,9882,20826;3;CSNK1E;NM_152221;chr22:38687944-38689260|chr22:38710174-38713164
chr22;38695899;38696957;-;2;171,229;0,829;1;CSNK1E;NM_152221;chr22:38694939-38695899|chr22:38696957-38698865
chr22;38698865;38699253;-;2;149,111;0,277;1;CSNK1E;NM_152221;chr22:38696957-38698865|chr22:38699253-38710086
chr22;38889714;38891942;-;5;62,111,173,161,142;0,311,920,1176,2086;1;DDX17;NM_001098504;chr22:38888120-38889714|chr22:38891942-38894089
chr22;38890634;38897285;-;7;173,161,142,66,134,100,151;0,256,1166,3455,3810,4770,6500;14;DDX17;NM_001098504;chr22:38890136-38890634|chr22:38897285-38901955
chr22;38894089;38894578;-;2;66,134;0,355;1;DDX17;NM_001098504;chr22:38891942-38894089|chr22:38894578-38895404
chr22;38894089;38897285;-;4;66,134,100,151;0,355,1315,3045;4;DDX17;NM_001098504;chr22:38891942-38894089|chr22:38897285-38901955
chr22;38917612;38964294;-;12;117,61,115,74,92,73,42,53,83,147,45,84;0,15984,16687,16931,17713,28317,31058,33749,40679,44982,45975,46598;1;DMC1;NM_007068;chr22:38916094-38917612|chr22:38964294-38966047
chr22;38933596;38934617;-;3;61,115,74;0,703,947;1;DMC1;NM_001278208;chr22:38917729-38933596|chr22:38934617-38948670
chr22;39001258;39003481;-;2;95,88;0,2135;1;FAM227A;NM_001013647;chr22:38995926-39001258|chr22:39003481-39016216
chr22;39034750;39035729;-;2;77,70;0,909;4;FAM227A;NM_001013647;chr22:39032602-39034750|chr22:39035729-39041567
chr22;39111911;39113005;+;2;181,349;0,745;1;GTPBP1;NM_004286;chr22:39104961-39111911|chr22:39113005-39117746
chr22;40513058;40521866;+;2;74,91;0,8717;2;TNRC6B;NM_001024843;chr22:40441002-40513058|chr22:40521866-40552118
chr22;40513058;40552186;+;3;74,91,68;0,8717,39060;2;TNRC6B;NM_001024843;chr22:40441002-40513058|chr22:40552186-40642018
chr22;40657835;40658177;+;1;342;0;1;TNRC6B;NM_001024843;chr22:40647204-40657835|chr22:40658177-40666125
chr22;40657835;40666284;+;2;342,159;0,8290;1;TNRC6B;NM_001024843;chr22:40647204-40657835|chr22:40666284-40669428
chr22;40660691;40669604;+;3;2349,159,176;0,5434,8737;1;TNRC6B;NM_001162501;chr22:40658177-40660691|chr22:40669604-40673080
chr22;40669428;40681774;+;5;176,75,46,149,126;0,3652,4574,6570,12220;3;TNRC6B;NM_001024843;chr22:40666284-40669428|chr22:40681774-40696458
chr22;40673080;40697337;+;7;75,46,149,126,132,96,184;0,922,2918,8568,23378,23833,24073;2;TNRC6B;NM_001024843;chr22:40669604-40673080|chr22:40697337-40704515
chr22;40948109;40990739;-;2;262,62;0,42568;3;MKL1;NM_001282661;chr22:40859290-40948109|chr22:40990739-41032481
chr22;41173043;41195087;-;7;96,146,117,152,67,53,61;0,188,1969,15485,17474,20244,21983;2;SLC25A17;NM_001282726;chr22:41170023-41173043|chr22:41195087-41215198
chr22;41277773;41282519;+;2;408,203;0,4543;2;XPNPEP3;uc011aox.2;chr22:41265119-41277773|chr22:41282519-41303129
chr22;41303590;41305239;+;2;63,114;0,1535;1;XPNPEP3;NM_022098;chr22:41282519-41303590|chr22:41305239-41310242
chr22;41349558;41363888;+;3;79,71,86;0,10492,14244;2;RBX1;NM_014248;chr22:41347480-41349558|chr22:41363888-41368479
chr22;41513190;41513825;+;1;635;0;5;EP300;NM_001429;chr22:41489102-41513190|chr22:41513825-41521867
chr22;41513190;41527637;+;5;635,177,262,114,246;0,8677,10300,12703,14201;2;EP300;NM_001429;chr22:41489102-41513190|chr22:41527637-41531816
chr22;41521867;41526007;+;3;177,262,114;0,1623,4026;1;EP300;NM_001429;chr22:41513825-41521867|chr22:41526007-41527391
chr22;41521867;41536261;+;7;177,262,114,246,94,138,118;0,1623,4026,5524,9949,11789,14276;5;EP300;NM_001429;chr22:41513825-41521867|chr22:41536261-41537051
chr22;41521867;41542820;+;9;177,262,114,246,94,138,118,175,78;0,1623,4026,5524,9949,11789,14276,15184,20875;3;EP300;NM_001429;chr22:41513825-41521867|chr22:41542820-41543840
chr22;41531816;41536261;+;3;94,138,118;0,1840,4327;3;EP300;NM_001429;chr22:41527637-41531816|chr22:41536261-41537051
chr22;41533656;41536261;+;2;138,118;0,2487;1;EP300;NM_001429;chr22:41531910-41533656|chr22:41536261-41537051
chr22;41533656;41537226;+;3;138,118,175;0,2487,3395;1;EP300;NM_001429;chr22:41531910-41533656|chr22:41537226-41542742
chr22;41536143;41537226;+;2;118,175;0,908;2;EP300;NM_001429;chr22:41533794-41536143|chr22:41537226-41542742
chr22;41556645;41560134;+;3;81,57,78;0,2081,3411;1;EP300;NM_001429;chr22:41554504-41556645|chr22:41560134-41562602
chr22;41558726;41562670;+;3;57,78,68;0,1330,3876;1;EP300;NM_001429;chr22:41556726-41558726|chr22:41562670-41564452
chr22;41558726;41566575;+;7;57,78,68,151,147,114,166;0,1330,3876,5726,5998,6780,7683;1;EP300;NM_001429;chr22:41556726-41558726|chr22:41566575-41568502
chr22;41568502;41569788;+;2;165,162;0,1124;2;EP300;NM_001429;chr22:41566575-41568502|chr22:41569788-41572250
chr22;41738532;41739580;+;2;100,162;0,886;3;ZC3H7B;NM_017590;chr22:41737150-41738532|chr22:41739580-41742006
chr22;42204878;42206004;+;2;119,122;0,1004;4;CCDC134;NM_024821;chr22:42196770-42204878|chr22:42206004-42206210
chr22;42204878;42206295;+;3;119,122,85;0,1004,1332;18;CCDC134;NM_024821;chr22:42196770-42204878|chr22:42206295-42209267
chr22;42204878;42209826;+;5;119,122,85,182,72;0,1004,1332,4389,4876;10;CCDC134;NM_024821;chr22:42196770-42204878|chr22:42209826-42221701
chr22;42262834;42267039;+;3;450,182,147;0,1780,4058;1;SREBF2;NM_004599;chr22:42229362-42262834|chr22:42267039-42269801
