Chromosome;Start;End;Strand;Number of included exons;Exon sizes;Exon offsets (0 base);Junction reads;Gene symbol;Transcript id;Flanking introns
chr19;17945660;17949199;-;6;152,133,128,85,132,128;0,231,1072,2277,3080,3411;1;JAK3;NM_000215;chr19:17945530-17945660|chr19:17949199-17950285
chr19;18245388;18245792;+;2;133,166;0,238;1;MAST3;NM_015016;chr19:18242857-18245388|chr19:18245792-18246549
chr19;18684102;18684558;+;2;111,87;0,369;1;UBA52;NM_001033930;chr19:18682719-18684102|chr19:18684558-18685679
chr19;19407797;19408153;-;1;356;0;1;SUGP1;uc002nmf.3;chr19:19391100-19407797|chr19:19408153-19413073
chr19;21280990;21281716;+;2;127,99;0,627;1;ZNF714;uc002npl.3;chr19:21266875-21280990|chr19:21281716-21299634
chr19;23556543;23557566;-;2;96,127;0,896;1;ZNF91;NM_003430;chr19:23545527-23556543|chr19:23557566-23578126
chr19;23990627;23991616;+;2;114,96;0,893;1;RPSAP58;NR_003662;chr19:23945936-23990627|chr19:23991616-24009871
chr19;325634;334542;-;5;70,92,124,126,143;0,872,1498,2229,8765;1;MIER2;NM_017550;chr19:313643-325634|chr19:334542-336082
chr19;32923621;32930816;+;5;91,122,146,124,135;0,3730,4478,6396,7060;1;DPY19L3;NM_001172774;chr19:32902278-32923621|chr19:32930816-32944050
chr19;33406242;33417179;-;4;181,116,104,84;0,2887,8102,10853;1;CEP89;uc002ntx.3;chr19:33392318-33406242|chr19:33417179-33417839
chr19;34699833;34712643;+;6;123,177,66,183,172,232;0,6195,6667,10462,10777,12578;1;LSM14A;NM_001114093;chr19:34687668-34699833|chr19:34712643-34717312
chr19;34790583;34811021;+;2;1290,210;0,20228;1;KIAA0355;NM_014686;chr19:34745519-34790583|chr19:34811021-34818325
chr19;34921480;34936026;+;7;84,71,65,101,122,68,122;0,1285,2772,4292,8069,13268,14424;1;UBA2;NM_005499;chr19:34919475-34921480|chr19:34936026-34941169
chr19;34924252;34936026;+;5;65,101,122,68,122;0,1520,5297,10496,11652;1;UBA2;NM_005499;chr19:34922836-34924252|chr19:34936026-34941169
chr19;34924252;34955036;+;12;65,101,122,68,122,100,167,94,113,156,97,106;0,1520,5297,10496,11652,16917,18633,20912,21096,25421,27122,30678;1;UBA2;NM_005499;chr19:34922836-34924252|chr19:34955036-34957782
chr19;34925772;34936026;+;4;101,122,68,122;0,3777,8976,10132;1;UBA2;uc010xrx.1;chr19:34919475-34925772|chr19:34936026-34941169
chr19;34954930;34957919;+;2;106,137;0,2852;1;UBA2;NM_005499;chr19:34951471-34954930|chr19:34957919-34959944
chr19;37916769;37917280;-;2;96,127;0,384;1;ZNF569;NM_152484;chr19:37905321-37916769|chr19:37917280-37935808
chr19;38673158;38673380;+;1;222;0;1;SIPA1L3;NM_015073;chr19:38655546-38673158|chr19:38673380-38682784
chr19;3981336;3981450;-;1;114;0;1;EEF2;NM_001961;chr19:3980977-3981336|chr19:3981450-3981944
chr19;40327195;40328483;-;2;113,133;0,1155;1;FBL;NM_001436;chr19:40325453-40327195|chr19:40328483-40329674
chr19;40743875;40746017;-;3;123,69,66;0,936,2076;1;AKT2;uc002one.3;chr19:40742292-40743875|chr19:40746017-40747844
chr19;40747844;40771258;-;5;132,154,112,129,93;0,596,13220,14988,23321;1;AKT2;NM_001243027;chr19:40746017-40747844|chr19:40771258-40791087
chr19;40964061;40964452;-;2;90,165;0,226;1;BLVRB;NM_000713;chr19:40957399-40964061|chr19:40964452-40971516
chr19;41211000;41211352;-;2;86,123;0,229;1;ADCK4;NM_024876;chr19:41209760-41211000|chr19:41211352-41215963
chr19;41239064;41243674;+;3;205,102,72;0,3826,4538;1;ITPKC;NM_025194;chr19:41235320-41239064|chr19:41243674-41245261
chr19;41782063;41798416;+;4;140,100,113,267;0,2918,5004,16086;1;HNRNPUL1;NM_144732;chr19:41779960-41782063|chr19:41798416-41800242
chr19;41925039;41929074;+;4;162,207,142,172;0,3029,3494,3863;1;BCKDHA;uc002oqm.4;chr19:41920062-41925039|chr19:41929074-41930342
chr19;42557753;42558624;-;3;108,105,153;0,223,718;1;GRIK5;NM_002088;chr19:42546907-42557753|chr19:42558624-42560813
chr19;42839186;42839537;+;2;181,89;0,262;1;MEGF8;NM_001271938;chr19:42838365-42839186|chr19:42839537-42840082
chr19;4408899;4409756;+;1;857;0;1;CHAF1A;NM_005483;chr19:4405959-4408899|chr19:4409756-4418016
chr19;44160630;44160792;-;1;162;0;1;PLAUR;NM_001005376;chr19:44159725-44160630|chr19:44160792-44169467
chr19;45781180;45781873;+;2;120,100;0,593;1;MARK4;NM_001199867;chr19:45774966-45781180|chr19:45781873-45783631
chr19;46274825;46283127;-;11;98,158,112,86,249,207,94,149,96,84,92;0,203,1073,3381,5774,6099,6559,6925,7696,7871,8210;1;DMPK;NM_001081560;chr19:46274654-46274825|chr19:46283127-46285450
chr19;46324641;46357765;-;21;102,91,101,109,161,148,114,82,236,151,205,151,155,240,171,250,127,74,54,66,117;0,1372,1988,2383,3787,4842,6126,6453,7586,8670,10000,13694,17077,20866,22646,26368,27366,30928,31098,32791,33007;1;SYMPK;NM_004819;chr19:46321404-46324641|chr19:46357765-46366315
chr19;46355569;46357765;-;4;74,54,66,117;0,170,1863,2079;1;SYMPK;NM_004819;chr19:46352134-46355569|chr19:46357765-46366315
chr19;47646750;47673180;+;5;112,174,143,100,106;0,6708,9404,11620,26324;1;SAE1;NM_001145713;chr19:47634285-47646750|chr19:47673180-47712415
chr19;47856010;47856992;+;1;982;0;1;DHX34;NM_014681;chr19:47852609-47856010|chr19:47856992-47858295
chr19;47856010;47884249;+;14;982,312,255,103,218,175,194,102,243,174,118,107,276,177;0,2285,5112,7214,9722,14227,19976,20845,22712,23170,23689,24346,26956,28062;1;DHX34;NM_014681;chr19:47852609-47856010|chr19:47884249-47884442
chr19;47858295;47858607;+;1;312;0;1;DHX34;NM_014681;chr19:47856992-47858295|chr19:47858607-47861122
chr19;47919908;47920607;-;3;51,160,173;0,152,526;1;MEIS3;uc002pgq.4;chr19:47918358-47919908|chr19:47920607-47920728
chr19;48653019;48653467;-;2;79,123;0,325;1;LIG1;uc010xze.1;chr19:48647220-48653019|chr19:48653467-48654488
chr19;49136700;49136912;-;1;212;0;1;DBP;NM_001352;chr19:49134309-49136700|chr19:49136912-49138836
chr19;4941539;4941943;+;2;101,187;0,217;1;UHRF1;NM_001048201;chr19:4932968-4941539|chr19:4941943-4944143
chr19;5211600;5222231;-;15;179,286,155,120,176,124,98,48,113,12,158,216,94,254,98;0,375,747,2771,2971,3699,3908,5130,6830,7197,7720,8349,8670,9410,10533;1;PTPRS;uc002mbu.1;chr19:5210816-5211600|chr19:5222231-5238929
chr19;52785363;52786666;+;2;127,129;0,1174;1;ZNF766;NM_001010851;chr19:52772884-52785363|chr19:52786666-52793318
chr19;53158813;53164096;-;2;127,82;0,5201;1;ZNF83;NM_001277945;chr19:53138406-53158813|chr19:53164096-53193695
chr19;55489119;55496585;+;4;72,66,1567,171;0,3865,4410,7295;1;NLRP2;NM_001174081;chr19:55485912-55489119|chr19:55496585-55497518
chr19;55652250;55652670;-;2;78,117;0,303;1;TNNT1;NM_001126132;chr19:55649442-55652250|chr19:55652670-55653224
chr19;55805384;55805765;+;3;117,34,69;0,197,312;1;BRSK1;uc002qkf.3;chr19:55800988-55805384|chr19:55805765-55812879
chr19;58262152;58301768;+;3;127,127,127;0,6087,39489;1;ZNF587;uc002qqb.2;chr19:58258459-58262152|chr19:58301768-58367471
chr19;58499574;58511264;-;3;96,127,89;0,388,11601;1;ZNF606;NM_025027;chr19:58491647-58499574|chr19:58511264-58512050
chr19;58904342;58904854;+;2;210,129;0,383;1;RPS5;NM_001009;chr19:58899612-58904342|chr19:58904854-58905863
chr19;59061513;59061651;+;1;138;0;1;TRIM28;NM_005762;chr19:59061402-59061513|chr19:59061651-59061743
chr19;5941631;5957984;-;4;87,37,204,56;0,178,9772,16297;1;RANBP3;NM_003624;chr19:5933490-5941631|chr19:5957984-5978071
chr19;7523397;7524880;+;2;179,92;0,1391;1;ARHGEF18;uc010xjm.1;chr19:7521289-7523397|chr19:7524880-7527037
chr19;8145886;8146364;-;2;117,123;0,355;1;FBN3;uc002mje.3;chr19:8140074-8145886|chr19:8146364-8148130
chr19;8520288;8536311;+;9;170,53,8,94,192,154,50,61,102;0,7124,8092,8188,9919,10830,12130,13369,15921;1;HNRNPM;uc010dwc.1;chr19:8509995-8520288|chr19:8536311-8539050
chr19;9643520;9645955;-;3;81,127,92;0,995,2343;1;ZNF426;NM_024106;chr19:9641743-9643520|chr19:9645955-9646883
chr19;9645863;9647032;-;2;92,149;0,1020;1;ZNF426;NM_024106;chr19:9644642-9645863|chr19:9647032-9648934
chr19;9727720;9728855;-;2;127,89;0,1046;1;ZNF561;NM_152289;chr19:9724779-9727720|chr19:9728855-9730107
chr2;109067483;109068922;+;2;85,68;0,1371;1;GCC2;NM_181453;chr2:109066145-109067483|chr2:109068922-109085435
chr2;10928822;10930959;-;4;73,85,141,115;0,200,1052,2022;1;PDIA6;uc002rau.3;chr2:10927565-10928822|chr2:10930959-10931920
chr2;109388156;109389502;+;3;171,93,179;0,788,1167;1;RANBP2;NM_006267;chr2:109384844-109388156|chr2:109389502-109392187
chr2;109405307;109415042;+;4;115,128,182,159;0,2823,5688,9576;1;CCDC138;NM_144978;chr2:109404545-109405307|chr2:109415042-109421344
chr2;109455640;109463386;+;2;117,193;0,7553;1;CCDC138;NM_144978;chr2:109432561-109455640|chr2:109463386-109473249
chr2;110332157;110350696;-;4;187,196,118,69;0,10545,11140,18470;1;10-sep;NM_144710;chr2:110325553-110332157|chr2:110350696-110371374
chr2;110342702;110350696;-;3;196,118,69;0,595,7925;1;10-sep;NM_144710;chr2:110332344-110342702|chr2:110350696-110371374
chr2;110901118;110917832;-;6;100,77,83,111,75,129;0,951,3211,4374,6640,16585;1;NPHP1;NM_000272;chr2:110889368-110901118|chr2:110917832-110919179
chr2;111562839;111598982;+;2;133,35;0,36108;1;ACOXL;NM_001142807;chr2:111559301-111562839|chr2:111598982-111666365
chr2;112740418;112755053;+;3;152,154,154;0,11409,14481;1;MERTK;NM_006343;chr2:112733049-112740418|chr2:112755053-112758777
chr2;113251719;113260758;+;3;233,136,270;0,7063,8769;1;TTL;NM_153712;chr2:113243572-113251719|chr2:113260758-113277858
chr2;113405229;113410375;+;2;86,97;0,5049;1;SLC20A1;NM_005415;chr2:113405041-113405229|chr2:113410375-113414698
chr2;114202540;114212355;+;3;92,60,38;0,8175,9777;1;CBWD2;uc010yxw.2;chr2:114201440-114202540|chr2:114212355-114218249
chr2;114501289;114512883;-;4;82,63,144,142;0,2564,6712,11452;1;SLC35F5;uc002tkt.3;chr2:114500456-114501289|chr2:114512883-114513030
chr2;114670748;114674585;+;2;56,125;0,3712;1;ACTR3;NM_005721;chr2:114647900-114670748|chr2:114674585-114684921
chr2;114691855;114713283;+;6;108,144,174,93,126,84;0,5680,7907,17200,17441,21344;1;ACTR3;NM_005721;chr2:114688973-114691855|chr2:114713283-114714936
chr2;116572368;116573305;+;2;195,55;0,882;1;DPP10;NM_020868;chr2:116548932-116572368|chr2:116573305-116593732
chr2;120639361;120640199;+;3;45,53,121;0,311,717;1;PTPN4;NM_002830;chr2:120635118-120639361|chr2:120640199-120643370
chr2;120677644;120684242;+;2;173,69;0,6529;1;PTPN4;NM_002830;chr2:120672818-120677644|chr2:120684242-120689999
chr2;120720191;120725548;+;3;129,149,136;0,2881,5221;1;PTPN4;NM_002830;chr2:120718529-120720191|chr2:120725548-120734559
chr2;122120747;122125407;-;3;129,191,244;0,1922,4416;1;CLASP1;uc002tmy.3;chr2:122106294-122120747|chr2:122125407-122135074
chr2;128747137;128754065;-;3;303,122,142;0,3623,6786;1;SAP130;uc002tpn.2;chr2:128744533-128747137|chr2:128754065-128757314
chr2;128855002;128861588;+;2;136,83;0,6503;1;UGGT1;NM_020120;chr2:128848989-128855002|chr2:128861588-128865511
chr2;135887564;135893502;+;6;93,170,90,173,55,369;0,557,2900,3866,5270,5569;1;RAB3GAP1;NM_001172435;chr2:135884226-135887564|chr2:135893502-135907938
chr2;135907938;135911446;+;2;138,228;0,3280;1;RAB3GAP1;NM_001172435;chr2:135893502-135907938|chr2:135911446-135920124
chr2;136380223;136403097;+;9;79,60,141,109,96,38,51,227,149;0,9064,9207,13236,13434,15964,16085,16242,22725;1;R3HDM1;NM_001282799;chr2:136379178-136380223|chr2:136403097-136409299
chr2;136505836;136533921;+;9;103,29,119,175,94,55,165,128,103;0,5272,5892,7250,13551,21502,22304,24153,27982;1;UBXN4;NM_014607;chr2:136499581-136505836|chr2:136533921-136536517
chr2;151328140;151343969;-;4;135,110,88,188;0,3248,15067,15641;1;RND3;uc002txg.3;chr2:151326752-151328140|chr2:151343969-151344062
chr2;152285297;152303089;+;12;139,152,118,177,111,63,101,87,71,181,108,150;0,4293,6679,8043,8457,9900,11243,13121,14475,14745,16554,17642;1;RIF1;uc010fnv.2;chr2:152279556-152285297|chr2:152303089-152308119
chr2;152296540;152303089;+;6;101,87,71,181,108,150;0,1878,3232,3502,5311,6399;1;RIF1;uc010fnv.2;chr2:152295260-152296540|chr2:152303089-152308119
chr2;153000340;153006743;-;6;187,70,147,99,76,85;0,1061,3335,4197,4398,6318;1;STAM2;NM_005843;chr2:152992117-153000340|chr2:153006743-153032116
chr2;153483038;153486419;+;4;203,235,69,81;0,1774,3131,3300;1;FMNL2;NM_052905;chr2:153482076-153483038|chr2:153486419-153488521
chr2;15358896;15359092;-;1;196;0;1;NBAS;uc010exl.1;chr2:15330527-15358896|chr2:15359092-15372545
chr2;154757448;154801152;+;2;72,246;0,43458;1;GALNT13;NM_052917;chr2:154728816-154757448|chr2:154801152-154996849
chr2;154757448;154997018;+;3;72,246,169;0,43458,239401;1;GALNT13;NM_052917;chr2:154728816-154757448|chr2:154997018-155098542
chr2;15564438;15651474;-;14;154,84,137,105,79,141,152,126,258,194,64,129,69,139;0,3396,36886,37372,43014,43349,44067,48907,49752,51372,53911,64579,79830,86897;1;NBAS;NM_015909;chr2:15557836-15564438|chr2:15651474-15674666
chr2;15629017;15651474;-;3;129,69,139;0,15251,22318;1;NBAS;NM_015909;chr2:15618413-15629017|chr2:15651474-15674666
chr2;15629017;15679480;-;6;129,69,139,99,134,134;0,15251,22318,45649,47524,50329;1;NBAS;NM_015909;chr2:15618413-15629017|chr2:15679480-15691616
chr2;160005652;160007067;+;2;131,187;0,1228;1;TANC1;NM_033394;chr2:159992809-160005652|chr2:160007067-160019793
chr2;160599571;160602448;+;2;193,168;0,2709;1;7-mar;NM_001282805;chr2:160585686-160599571|chr2:160602448-160604315
chr2;160604315;160615869;+;3;1099,170,133;0,4597,11421;1;7-mar;uc002uay.3;None|chr2:160615869-160619390
chr2;165578584;165586625;-;4;237,98,229,202;0,350,5894,7839;1;COBLL1;NM_001278461;chr2:165561615-165578584|chr2:165586625-165600196
chr2;168869143;168931741;-;6;69,53,71,63,30,123;0,4409,50866,52685,62348,62475;1;STK39;NM_013233;chr2:168821236-168869143|chr2:168931741-168986050
chr2;169018296;169023917;-;3;56,142,109;0,1952,5512;1;STK39;NM_013233;chr2:168997268-169018296|chr2:169023917-169038487
chr2;170460151;170471234;+;8;53,77,75,108,45,88,30,140;0,384,545,2397,3462,5029,10822,10943;1;PPIG;NM_004792;chr2:170441000-170460151|chr2:170471234-170487283
chr2;170761623;170770656;+;3;180,134,87;0,917,8946;1;UBR3;NM_172070;chr2:170753245-170761623|chr2:170770656-170780438
chr2;170802797;170871876;+;10;105,174,461,89,150,134,111,201,137,86;0,1254,3317,12150,40357,48035,55016,60702,62516,68993;1;UBR3;NM_172070;chr2:170799144-170802797|chr2:170871876-170885855
chr2;171867882;171884915;-;3;82,98,67;0,3478,16966;1;TLK1;NM_001136555;chr2:171863573-171867882|chr2:171884915-171902683
chr2;172291592;172309723;+;5;104,91,137,79,90;0,8440,13598,14796,18041;1;DCAF17;uc010zdq.3;chr2:172290780-172291592|chr2:172309723-172314480
chr2;172546656;172549404;+;2;117,118;0,2630;1;DYNC1I2;NM_001271786;chr2:172544137-172546656|chr2:172549404-172563742
chr2;172782046;172841247;+;7;105,76,180,122,105,107,152;0,21181,39812,40261,40883,41317,59049;1;HAT1;uc010fqi.2;chr2:172779017-172782046|chr2:172841247-172844159
chr2;172782046;172844276;+;9;105,76,121,180,122,105,107,152,117;0,21181,27352,39812,40261,40883,41317,59049,62113;1;HAT1;NM_003642;chr2:172779017-172782046|chr2:172844276-172848098
chr2;173426947;173431661;+;5;72,79,185,96,78;0,1832,2283,2758,4636;1;PDK1;uc010zdz.1;chr2:173423577-173426947|chr2:173431661-173433468
chr2;173435453;173460751;+;4;99,111,114,195;0,15552,22209,25103;1;PDK1;uc010zea.1;chr2:173433545-173435453|chr2:173460751-173486151
chr2;174123426;174128623;+;3;117,75,151;0,2364,5046;1;ZAK;NM_016653;chr2:174104224-174123426|chr2:174128623-174130777
chr2;174223439;174231160;+;7;126,237,237,78,195,141,150;0,543,4514,5106,6083,6740,7571;1;CDCA7;NM_031942;chr2:174219712-174223439|chr2:174231160-174231877
chr2;174227953;174230320;+;4;237,78,195,141;0,592,1569,2226;1;CDCA7;NM_031942;chr2:174224219-174227953|chr2:174230320-174231010
chr2;175994865;176015886;-;4;70,75,35,99;0,6274,17808,20922;1;ATF2;NM_001256090;chr2:175986268-175994865|chr2:176015886-176032777
chr2;178284996;178333252;+;9;90,91,121,75,72,80,81,126,109;0,14058,16495,16711,20696,22138,25277,41624,48147;1;AGPS;NM_003659;chr2:178257777-178284996|chr2:178333252-178346786
chr2;178305692;178326746;+;4;72,80,81,126;0,1442,4581,20928;1;AGPS;NM_003659;chr2:178301782-178305692|chr2:178326746-178333143
chr2;17889905;17927218;-;15;115,205,179,165,89,147,99,120,102,81,62,137,106,118,125;0,6222,7447,8102,8449,9438,12301,12503,16618,17750,22439,23102,29582,32973,37188;1;SMC6;NM_001142286;chr2:17888646-17889905|chr2:17927218-17934244
chr2;183799479;183848110;-;16;81,83,94,98,131,219,132,140,120,133,146,59,82,133,107,97;0,541,7318,17653,18041,18361,21710,22705,27407,29924,32464,42141,44082,46492,48069,48534;1;NCKAP1;NM_013436;chr2:183795516-183799479|chr2:183848110-183850898
chr2;183806797;183818059;-;4;94,98,131,219;0,10335,10723,11043;1;NCKAP1;NM_013436;chr2:183800103-183806797|chr2:183818059-183821189
chr2;187466747;187487157;+;2;131,92;0,20318;1;ITGAV;NM_001145000;chr2:187455250-187466747|chr2:187487157-187490199
chr2;187540330;187540654;+;2;114,108;0,216;1;ITGAV;NM_001145000;chr2:187534541-187540330|chr2:187540654-187541539
chr2;189342385;189348219;+;2;72,62;0,5772;1;GULP1;uc002uqc.4;chr2:189248616-189342385|chr2:189348219-189387482
chr2;190656515;190670480;+;3;152,183,103;0,3979,13862;1;PMS1;uc010zga.1;chr2:190649319-190656515|chr2:190670480-190682742
chr2;190682742;190708806;+;2;164,117;0,25947;1;PMS1;uc010zgb.1;chr2:190670480-190682742|chr2:190708806-190717380
chr2;191300702;191302287;+;1;1585;0;1;MFSD6;NM_017694;chr2:191280139-191300702|chr2:191302287-191334483
chr2;192265107;192265561;+;2;87,87;0,367;1;MYO1B;NM_001130158;chr2:192261223-192265107|chr2:192265561-192267357
chr2;196544755;196548630;+;2;1019,208;0,3667;1;SLC39A10;NM_001127257;chr2:196521734-196544755|chr2:196548630-196571339
chr2;196544755;196573568;+;4;1019,208,170,189;0,3667,26584,28624;1;SLC39A10;NM_001127257;chr2:196521734-196544755|chr2:196573568-196578156
chr2;197521356;197565904;+;13;221,179,69,117,130,44,93,108,125,178,69,114,72;0,325,2159,8934,10086,13200,15712,17608,19510,19921,20660,38413,44476;1;CCDC150;NM_001080539;chr2:197511228-197521356|chr2:197565904-197576868
chr2;197537068;197559883;+;6;93,108,125,178,69,114;0,1896,3798,4209,4948,22701;1;CCDC150;NM_001080539;chr2:197534600-197537068|chr2:197559883-197565832
chr2;200173482;200193633;-;3;198,156,213;0,15043,19938;1;SATB2;uc010fsq.2;chr2:200137395-200173482|chr2:200193633-200213423
chr2;200233327;200298237;-;4;103,124,127,177;0,11759,13089,64733;1;SATB2;NM_001172509;chr2:200213896-200233327|chr2:200298237-200320591
chr2;201194153;201284219;+;5;50,61,109,50,247;0,59792,82880,86948,89819;1;SPATS2L;NM_001282735;chr2:201171015-201194153|chr2:201284219-201303844
chr2;201253945;201284219;+;4;61,109,50,247;0,23088,27156,30027;1;SPATS2L;NM_001282735;chr2:201194203-201253945|chr2:201284219-201303844
chr2;201277033;201284219;+;3;109,50,247;0,4068,6939;1;SPATS2L;NM_001282735;chr2:201254006-201277033|chr2:201284219-201303844
chr2;201873695;201876195;-;2;116,81;0,2419;1;FAM126B;NM_173822;chr2:201862263-201873695|chr2:201876195-201881713
chr2;203147073;203152447;+;3;122,137,65;0,1994,5309;1;NOP58;NM_015934;chr2:203142725-203147073|chr2:203152447-203155045
chr2;203147073;203157626;+;6;122,137,65,135,146,127;0,1994,5309,7972,8774,10426;1;NOP58;NM_015934;chr2:203142725-203147073|chr2:203157626-203160396
chr2;203162101;203162629;+;2;135,62;0,466;1;NOP58;NM_015934;chr2:203160560-203162101|chr2:203162629-203164956
chr2;203378441;203383775;+;3;111,92,231;0,1169,5103;1;BMPR2;NM_001204;chr2:203332412-203378441|chr2:203383775-203384809
chr2;203818727;203820481;+;2;130,85;0,1669;1;CARF;NM_001104586;chr2:203817402-203818727|chr2:203820481-203825959
chr2;203831700;203847164;+;7;121,144,234,163,64,131,370;0,2941,4527,7356,10291,14577,15094;1;CARF;NM_001104586;chr2:203826149-203831700|chr2:203847164-203848228
chr2;203942474;203949292;+;3;86,307,107;0,5467,6711;1;NBEAL1;NM_001114132;chr2:203933198-203942474|chr2:203949292-203964351
chr2;204045104;204048111;+;2;131,110;0,2897;1;NBEAL1;NM_001114132;chr2:204040010-204045104|chr2:204048111-204053194
chr2;204058517;204062114;+;2;117,90;0,3507;1;NBEAL1;NM_001114132;chr2:204055112-204058517|chr2:204062114-204064060
chr2;20454623;20460227;-;5;122,126,138,135,130;0,353,1170,3374,5474;1;PUM2;uc002rdq.1;chr2:20453775-20454623|chr2:20460227-20462953
chr2;20460097;20483247;-;5;130,268,237,285,144;0,2856,18246,22610,23006;1;PUM2;uc002rds.1;chr2:20458132-20460097|chr2:20483247-20490412
chr2;20490412;20497439;-;3;139,143,126;0,3724,6901;1;PUM2;uc002rds.1;chr2:20483247-20490412|chr2:20497439-20507738
chr2;205969149;205990461;+;6;89,87,126,359,140,129;0,9065,14495,17165,19901,21183;1;PARD3B;uc010fub.2;chr2:205912413-205969149|chr2:205990461-206023445
chr2;206994811;206997829;-;2;155,161;0,2857;1;NDUFS1;NM_001199984;chr2:206992696-206994811|chr2:206997829-207003208
chr2;208420351;208425884;+;3;122,147,42;0,4598,5491;1;CREB1;NM_134442;chr2:208394858-208420351|chr2:208425884-208432186
